pH,EC,TDS,Temperature,DissolvedOxygen,Moisture,Label
8.43,328.8,241.4,28.9,5.3,25.6,1
5.67,478.3,235.5,21.9,6.81,20.0,0
6.58,54.3,297.7,23.5,6.32,21.0,1
6.41,273.5,190.4,24.5,6.29,36.2,0
7.58,140.1,89.0,26.2,4.13,38.8,0
6.16,101.7,284.5,26.9,7.27,26.7,0
7.61,416.0,314.9,27.7,6.13,25.7,1
8.1,365.4,271.9,27.4,5.88,21.5,1
7.56,353.9,186.9,25.8,5.28,39.4,1
7.23,410.5,283.6,26.2,5.05,30.3,1
6.21,242.4,474.3,21.7,6.38,33.7,0
6.32,248.1,209.2,22.7,3.9,33.6,0
8.0,562.3,95.1,27.7,6.95,26.9,1
7.62,270.4,153.1,27.5,4.74,18.3,0
6.97,388.2,250.0,27.2,3.53,20.0,0
6.67,300.8,71.6,23.5,8.19,41.3,1
5.38,78.2,213.6,27.7,4.97,22.7,0
6.14,54.6,230.4,21.5,5.13,25.9,0
8.53,230.5,322.8,28.2,7.36,18.7,0
5.98,426.7,304.8,24.2,8.23,17.8,0
7.15,394.6,269.2,30.1,4.16,22.3,0
7.81,409.7,27.0,20.4,4.85,46.9,0
6.0,181.6,273.7,30.3,4.94,36.6,0
7.15,493.9,256.4,23.9,7.12,24.7,1
7.75,184.2,220.5,23.9,7.97,40.8,1
7.01,325.5,61.6,25.6,4.7,28.5,0
9.29,298.8,137.9,22.9,7.7,43.5,0
5.67,279.1,106.7,24.8,5.15,52.1,0
7.85,460.6,38.8,22.8,6.4,40.3,1
6.86,215.4,199.8,22.9,4.47,30.9,0
7.62,138.0,136.2,26.5,5.85,37.0,1
7.35,302.4,410.0,22.3,5.87,30.2,1
6.41,252.0,186.5,22.7,5.62,11.6,0
7.18,705.3,303.5,20.9,6.46,23.5,1
5.51,381.2,74.5,23.5,4.79,20.5,0
7.48,250.9,157.6,28.9,4.94,23.2,0
7.24,173.3,207.8,22.5,6.53,47.9,1
7.51,74.4,127.3,22.8,7.61,41.2,1
7.85,177.0,166.2,25.6,5.97,34.4,1
7.29,313.8,182.6,23.9,6.6,38.1,1
7.12,471.3,181.3,31.7,6.91,11.1,1
6.3,434.6,348.4,24.5,7.0,37.3,0
6.43,327.5,230.3,26.0,4.86,39.4,0
7.95,261.2,238.4,27.8,5.07,7.6,1
8.15,332.3,243.2,27.8,5.17,37.7,1
6.81,237.8,249.0,25.7,8.31,15.8,1
7.04,506.2,193.4,24.5,6.61,10.3,1
6.28,277.3,174.3,31.1,6.56,43.3,0
7.94,289.6,213.3,24.7,6.44,19.9,1
7.53,34.1,292.5,23.7,4.42,22.8,0
8.55,276.5,290.1,23.1,8.33,39.9,0
6.3,400.4,180.8,19.8,6.58,26.9,0
6.7,171.9,261.4,27.5,6.87,28.2,1
7.19,209.9,184.4,18.0,3.88,28.0,0
7.52,395.1,202.7,25.0,6.94,33.5,1
6.83,122.8,162.1,24.4,5.57,27.7,1
6.3,426.9,185.5,31.7,4.41,31.1,0
7.71,236.1,307.3,19.5,4.86,25.0,0
7.58,253.4,207.4,22.3,4.48,33.5,0
6.27,165.1,210.8,24.6,4.46,33.1,0
8.08,345.4,84.2,24.4,6.07,49.0,1
7.94,595.2,175.3,23.4,5.54,26.2,1
7.11,393.8,180.7,24.8,6.4,28.2,1
7.06,196.3,133.7,21.2,8.01,32.4,1
7.44,436.3,201.7,26.1,5.84,39.6,1
6.31,262.0,165.7,18.0,3.31,19.1,0
7.02,464.9,206.4,24.9,5.71,31.0,1
5.28,396.8,209.7,23.2,7.43,4.9,0
7.7,-53.2,123.5,28.0,5.9,27.3,1
5.75,179.5,168.1,30.3,7.84,40.7,0
8.2,413.3,206.2,24.0,6.54,22.7,1
6.74,318.2,294.7,29.2,3.79,31.8,0
6.83,177.1,220.5,24.1,6.13,24.7,1
6.5,224.0,147.0,22.1,6.36,21.4,1
6.77,71.3,231.9,30.2,7.3,39.7,1
8.13,289.4,336.6,26.6,8.18,19.5,1
5.01,565.3,273.3,25.0,7.09,32.9,0
8.02,396.6,243.8,27.1,6.53,33.1,1
7.27,562.9,258.0,25.8,6.81,21.5,1
6.03,405.9,315.2,24.8,5.8,31.6,0
6.14,423.3,286.1,21.0,4.24,20.7,0
8.34,536.9,245.3,24.2,6.05,35.2,1
6.24,345.3,285.5,26.9,6.44,16.9,0
6.08,277.5,113.5,24.6,4.56,26.6,0
7.91,423.9,79.8,27.7,7.59,27.5,1
7.27,474.5,212.6,26.2,7.21,41.1,1
6.25,242.4,205.5,22.4,4.35,31.4,0
7.17,213.4,156.5,21.0,7.64,39.6,1
6.18,316.7,266.1,24.5,5.63,35.5,0
7.88,399.8,51.0,23.4,5.07,35.5,1
7.85,395.8,157.2,26.0,7.3,26.7,1
7.43,129.1,161.2,22.8,5.94,40.2,1
7.29,529.4,69.1,23.2,8.28,26.4,1
8.41,223.1,319.6,28.2,4.98,12.7,0
7.0,268.2,91.3,25.4,3.92,27.9,0
6.05,191.7,152.9,22.9,5.66,34.5,0
7.36,623.8,272.6,25.1,6.95,13.9,1
8.67,329.0,251.7,29.1,4.89,21.1,0
6.19,197.9,111.3,25.9,4.4,17.7,0
6.71,403.7,254.6,26.8,6.27,37.9,1
7.33,392.3,223.2,22.7,4.24,46.7,0
6.96,277.5,386.6,28.1,6.37,27.9,1
6.21,400.9,232.3,32.0,5.59,35.3,0
7.9,201.0,188.7,22.6,6.59,35.1,1
8.86,240.8,131.5,21.5,4.34,45.5,0
7.16,58.8,140.5,25.5,7.56,23.5,1
6.28,141.1,133.9,27.6,5.78,27.8,0
5.76,516.9,309.7,24.7,6.92,26.6,0
7.21,497.0,201.4,21.8,7.15,30.8,1
7.88,307.9,245.2,24.7,4.61,55.0,0
7.38,499.6,321.1,26.8,7.06,30.3,1
7.0,280.8,11.3,23.8,4.29,21.5,0
6.53,270.8,302.3,26.8,4.36,18.5,0
6.13,306.8,204.4,28.5,8.36,42.5,0
7.67,285.0,234.8,25.7,7.33,21.4,1
7.73,274.2,133.7,24.9,8.49,36.6,1
5.76,437.2,139.6,27.5,5.56,23.2,0
8.27,318.0,239.1,22.4,6.12,17.3,1
7.46,385.5,390.8,22.1,6.63,36.1,1
8.12,423.8,280.3,24.2,5.99,23.7,1
5.93,346.6,301.2,23.5,5.1,34.3,0
5.91,183.6,184.6,22.6,4.92,35.0,0
6.88,137.7,152.0,30.5,6.26,35.5,1
7.4,317.9,137.5,31.5,4.72,27.3,0
8.44,279.4,160.9,23.9,4.69,36.9,0
7.56,310.5,35.8,25.3,6.47,20.8,1
6.81,298.1,142.0,24.4,5.89,5.5,1
6.18,610.0,155.2,28.3,7.12,37.1,0
7.98,140.4,186.0,28.9,5.49,31.7,1
6.23,61.2,210.5,19.7,5.3,23.9,0
8.3,339.9,229.0,26.4,6.51,15.3,1
6.77,254.8,198.8,21.1,5.03,9.6,1
8.27,337.9,153.5,30.3,5.21,30.5,1
7.54,370.1,42.9,26.3,5.26,46.5,1
6.89,454.1,154.0,22.5,5.75,28.6,1
6.58,119.1,122.2,24.3,8.13,26.4,1
6.73,233.2,237.3,24.1,4.35,29.8,0
7.34,351.5,272.7,26.6,7.55,51.8,1
7.06,392.5,275.1,28.1,6.89,37.5,1
6.52,563.2,260.6,21.6,7.88,20.7,1
6.87,414.7,189.3,30.5,9.76,30.3,1
7.06,293.2,158.2,29.8,7.72,33.3,1
5.3,193.1,140.2,22.4,7.11,19.4,0
7.37,232.3,79.4,25.2,4.43,37.6,0
6.22,228.9,279.3,30.1,4.58,21.8,0
6.08,378.6,186.0,28.7,6.43,14.9,0
5.65,330.8,100.3,24.0,3.96,30.8,0
5.56,141.2,133.9,27.4,6.74,29.2,0
5.92,247.7,130.6,34.0,3.44,30.0,0
6.43,405.3,203.4,25.3,7.38,22.4,0
8.56,342.2,285.4,23.1,5.61,23.7,0
6.58,368.2,172.2,25.5,6.15,41.3,1
7.14,346.0,19.8,25.7,5.1,34.4,1
7.32,495.2,184.9,23.4,3.72,20.4,0
7.1,328.3,187.5,26.3,7.48,10.5,1
6.94,253.7,182.0,21.2,7.6,20.9,1
6.04,190.1,149.8,23.0,5.58,31.6,0
8.16,330.0,217.4,27.3,6.79,23.7,1
8.45,7.1,205.3,19.7,5.53,22.9,1
5.65,277.9,198.0,27.7,6.35,24.1,0
6.18,275.3,233.0,19.0,6.91,29.3,0
6.78,136.3,165.6,19.8,6.67,37.8,1
6.23,188.6,161.1,23.5,7.61,30.0,0
7.4,397.2,310.4,25.9,6.62,30.6,1
6.42,327.7,244.7,29.0,6.03,27.8,0
8.73,312.2,266.2,25.2,5.09,25.0,0
7.95,336.8,298.1,24.3,5.43,38.9,1
7.17,311.1,242.1,26.7,6.97,37.4,1
7.82,449.1,274.3,22.4,4.2,50.5,0
7.88,314.8,73.7,25.4,7.33,36.1,1
6.55,125.0,216.3,21.4,5.66,25.0,1
6.35,495.6,185.4,25.2,5.02,21.0,0
7.06,344.4,334.2,24.6,4.68,39.5,0
7.69,229.3,274.2,22.6,6.81,21.9,1
7.11,149.6,149.6,25.5,5.98,38.1,1
5.74,347.5,229.8,25.5,7.91,22.4,0
6.36,285.9,213.4,28.5,4.48,33.5,0
6.94,488.9,236.3,20.2,5.31,19.4,1
6.94,258.5,118.5,24.8,5.89,37.8,1
8.58,199.5,228.8,22.7,5.1,17.7,0
5.89,407.5,181.7,27.6,6.01,32.7,0
7.4,411.0,222.6,27.3,6.38,28.0,1
8.19,320.2,142.0,26.5,6.58,31.0,1
8.82,381.2,153.2,22.9,7.81,26.0,0
6.68,295.5,293.9,27.7,4.44,25.8,0
7.39,328.1,115.9,20.4,6.41,31.5,1
7.46,439.8,121.8,19.8,5.22,20.0,1
7.16,375.0,195.9,21.2,6.52,19.9,1
6.92,279.7,138.2,24.9,6.52,26.4,1
7.35,462.3,129.2,27.0,4.82,26.0,0
4.97,16.2,208.4,16.1,4.92,19.9,0
7.55,546.2,79.6,29.0,6.61,39.2,1
7.1,95.3,119.4,25.4,6.03,26.7,1
6.82,224.7,364.3,20.3,5.74,27.7,1
8.64,295.1,236.8,25.3,6.79,16.7,0
6.46,282.4,140.3,28.3,6.88,50.7,0
6.68,420.8,233.5,26.8,5.36,54.3,1
8.59,173.1,245.4,28.3,4.98,22.2,0
6.33,331.3,279.6,20.9,4.49,42.3,0
6.56,230.6,189.8,23.8,6.04,29.1,1
6.88,335.4,278.1,22.2,4.29,46.0,0
7.67,292.2,36.9,30.2,6.12,33.4,1
7.17,311.2,115.5,26.9,7.46,31.0,1
5.97,234.0,213.1,33.5,5.58,5.0,0
6.57,238.8,226.4,23.6,5.36,21.2,1
6.51,334.5,127.1,22.8,8.4,30.2,1
6.94,413.2,220.8,24.6,7.81,32.0,1
7.34,228.2,150.1,29.1,5.08,17.9,1
7.33,195.7,177.8,23.9,6.17,22.7,1
5.58,373.6,282.0,25.4,6.39,35.5,0
7.85,296.1,272.7,25.3,6.24,16.2,1
7.2,399.7,120.2,25.1,8.18,31.3,1
8.11,191.3,115.4,23.0,6.1,42.4,1
7.36,86.5,167.1,24.6,6.28,33.9,1
7.88,236.0,197.9,24.5,6.83,33.4,1
7.37,208.0,147.4,25.0,7.43,9.8,1
8.08,290.5,283.3,27.8,7.12,21.8,1
7.42,223.6,227.8,30.3,6.65,50.5,1
6.92,388.9,232.5,22.5,4.13,24.0,0
8.82,265.4,98.7,23.8,5.41,42.6,0
7.71,318.1,293.4,22.5,6.98,23.9,1
7.46,318.9,-25.6,25.6,6.3,27.2,1
5.98,323.4,266.7,23.4,6.99,35.2,0
5.97,297.1,274.7,25.7,8.26,31.0,0
7.23,361.3,165.4,28.3,4.59,33.8,0
7.12,204.5,301.8,17.4,7.37,21.8,1
6.51,467.9,195.0,26.5,5.6,18.6,1
7.11,271.6,205.0,23.6,7.12,21.1,1
8.27,142.6,227.2,26.4,5.95,24.7,1
7.56,322.6,454.9,22.3,8.55,27.7,1
6.09,197.9,307.6,28.6,6.16,40.4,0
6.91,379.8,256.1,27.7,5.23,30.9,1
6.36,565.2,127.0,26.7,6.5,34.8,0
6.69,205.6,211.5,27.4,6.39,31.4,1
6.67,339.9,135.0,22.8,7.37,18.8,1
6.62,89.3,265.8,23.1,6.54,30.2,1
6.0,354.5,211.2,27.3,8.97,31.3,0
6.9,193.7,110.0,22.7,5.87,37.6,1
6.55,225.0,206.5,29.3,5.88,19.3,1
4.66,167.8,132.0,24.0,5.28,9.6,0
8.64,387.9,212.1,26.5,6.1,31.8,0
7.87,420.9,131.3,31.3,6.28,33.5,1
6.7,302.8,202.2,22.9,6.34,28.2,1
7.02,196.3,260.0,25.2,6.08,30.3,1
6.06,490.7,195.8,28.2,5.27,38.8,0
8.36,210.0,168.7,27.9,4.94,25.4,0
8.52,40.6,216.3,24.0,5.55,27.2,0
7.13,355.0,255.8,23.4,7.37,30.8,1
7.82,167.4,111.4,24.3,7.63,17.8,1
7.14,418.6,220.9,29.3,5.91,28.5,1
5.93,254.3,305.4,24.2,4.87,29.4,0
6.67,372.4,245.9,25.2,5.9,46.4,1
7.11,468.2,204.6,23.7,8.51,27.0,1
6.64,154.9,251.2,27.1,7.2,32.0,1
6.83,232.1,236.2,25.5,6.66,39.2,1
6.93,290.9,260.3,22.0,7.16,21.6,1
6.94,484.5,38.1,22.1,7.85,43.8,1
7.04,221.0,75.7,19.0,4.62,47.6,0
6.15,228.7,280.4,22.5,5.53,29.7,0
6.43,357.4,79.6,27.4,5.37,24.6,0
5.97,230.7,232.1,29.0,6.7,46.3,0
7.78,318.3,171.8,27.1,6.19,38.0,1
5.32,113.8,120.3,26.7,6.91,30.8,0
7.92,565.7,228.0,24.6,5.39,44.3,1
8.11,138.3,216.1,27.3,7.65,43.2,1
6.76,261.4,368.8,25.9,5.92,26.6,1
4.92,296.1,150.0,30.4,6.83,32.5,0
6.71,529.5,315.2,24.7,7.43,35.8,1
6.95,141.0,228.2,29.0,7.34,30.3,1
6.19,538.0,147.1,27.6,6.43,16.1,0
6.59,390.9,263.9,27.2,6.98,20.6,1
8.22,350.1,245.3,19.0,8.09,16.4,1
7.53,181.8,202.9,27.8,6.62,34.9,1
6.26,368.5,221.3,24.6,5.12,18.2,0
5.72,213.2,152.2,23.7,6.7,31.9,0
6.74,452.0,133.9,20.6,5.96,48.3,1
6.83,183.5,260.8,25.0,3.18,44.3,0
7.4,286.4,182.1,25.1,6.55,11.6,1
6.57,233.4,193.6,21.1,6.14,17.2,1
7.41,181.5,222.4,20.6,7.39,22.2,1
8.55,389.0,221.2,26.5,5.1,18.3,0
7.65,364.3,85.7,27.6,4.19,13.5,0
6.96,445.1,302.9,25.6,6.2,29.9,1
6.85,86.4,209.7,28.5,6.46,37.1,1
6.71,427.7,183.8,24.7,6.11,39.5,1
7.94,600.7,234.5,24.8,6.02,25.3,1
6.5,245.8,218.9,22.2,4.72,27.3,0
7.04,527.4,261.4,20.3,5.83,33.6,1
7.04,268.4,243.0,30.6,5.58,28.9,1
6.6,135.3,257.4,28.4,7.29,38.1,1
5.9,263.3,308.1,20.8,6.46,34.3,0
7.26,425.8,270.7,25.5,5.67,26.2,1
6.95,199.4,187.2,24.7,8.07,11.4,1
7.4,228.0,110.2,24.2,5.68,45.0,1
6.57,371.2,333.4,23.8,6.67,23.1,1
7.98,300.4,181.0,26.1,5.8,33.6,1
6.3,370.2,162.2,27.5,7.96,10.8,0
8.37,328.5,61.1,26.2,6.1,29.9,1
5.6,357.6,227.1,24.6,6.14,31.0,0
7.35,248.1,211.9,24.5,5.83,31.5,1
7.38,327.8,78.8,27.8,6.24,60.1,1
6.36,188.7,236.3,26.4,7.44,23.7,0
7.34,454.6,160.1,25.2,7.02,38.2,1
8.02,223.9,415.2,24.9,6.03,35.2,1
5.23,435.5,154.5,26.0,8.04,23.2,0
7.4,272.0,165.2,23.6,7.05,38.1,1
5.01,324.2,130.0,27.5,5.47,28.4,0
6.23,240.6,302.2,21.8,4.34,38.8,0
8.3,178.1,170.2,23.8,5.5,49.6,1
6.53,90.6,142.0,26.8,6.5,31.5,1
6.06,173.4,256.6,21.6,6.72,27.2,0
6.84,261.1,89.6,20.3,7.63,40.5,1
8.65,325.4,250.0,25.2,4.69,44.0,0
5.53,421.2,342.5,19.9,5.47,21.2,0
6.16,246.5,245.3,21.1,4.59,25.5,0
8.2,194.2,251.0,27.3,4.39,36.8,0
8.49,126.9,269.6,24.4,5.25,28.7,1
6.92,357.6,336.8,28.9,6.44,20.5,1
6.01,466.0,296.8,21.4,6.93,35.4,0
8.68,452.0,235.2,24.7,4.86,36.7,0
8.28,385.2,272.3,26.2,5.03,26.7,1
7.54,376.6,129.1,21.5,3.86,30.6,0
6.35,503.7,262.1,28.1,6.26,24.2,0
6.96,339.8,119.6,26.5,5.12,19.0,1
6.87,377.5,170.6,20.2,8.0,25.0,1
7.26,261.5,-46.6,24.9,6.49,30.7,1
8.16,136.6,232.1,26.2,5.79,15.2,1
7.7,217.9,148.5,23.2,5.23,25.8,1
6.14,298.9,288.9,20.6,4.21,30.9,0
8.1,307.3,231.2,25.8,4.36,41.9,0
7.25,531.2,289.9,31.6,5.25,26.9,1
7.55,309.8,113.3,23.8,5.16,17.5,1
8.17,441.5,283.1,29.7,4.8,27.9,0
6.11,247.8,368.5,22.7,6.45,24.3,0
6.97,262.6,261.1,25.6,6.62,35.5,1
6.57,140.5,263.2,27.3,5.45,26.6,1
5.75,210.9,213.6,25.0,8.32,2.9,0
7.28,363.2,158.0,24.1,3.9,66.9,0
9.01,300.9,260.9,27.2,6.07,31.4,0
5.53,413.2,79.5,30.7,5.74,30.9,0
6.97,321.8,166.6,25.9,5.34,14.6,1
7.51,257.7,58.3,23.5,5.16,15.4,1
7.1,557.8,143.7,24.4,5.99,29.1,1
6.91,288.7,251.4,32.6,5.73,33.4,1
5.96,439.6,240.4,25.4,5.53,37.0,0
7.19,251.9,204.1,23.2,4.44,32.4,0
6.39,385.2,213.6,21.6,4.06,18.1,0
5.25,411.4,49.1,19.5,5.65,5.0,0
7.96,325.0,170.2,26.1,5.52,29.0,1
7.77,17.5,145.5,27.0,5.76,24.7,1
7.04,302.2,147.3,23.8,5.87,17.4,1
7.18,447.7,248.0,25.0,5.37,38.3,1
7.86,363.3,131.2,21.5,5.75,14.2,1
7.18,353.5,151.6,25.4,4.98,36.2,0
7.72,93.3,33.0,26.4,7.83,15.9,1
6.76,213.5,176.5,23.4,5.04,31.3,1
8.05,349.4,113.0,30.1,5.55,39.3,1
7.26,349.2,206.3,22.5,5.13,26.6,1
7.16,445.8,123.9,25.9,5.11,46.9,1
5.98,282.6,208.4,27.5,6.03,49.2,0
7.23,348.7,188.4,24.8,5.88,32.4,1
6.33,302.0,333.8,24.4,5.45,35.4,0
6.49,181.6,239.8,20.7,5.66,40.6,0
6.35,29.3,52.8,29.1,5.14,35.4,0
6.15,351.7,98.8,24.5,6.48,34.4,0
8.7,320.9,204.4,26.6,8.47,24.8,0
8.07,225.8,125.6,27.0,4.95,13.1,0
8.54,105.7,-37.5,23.1,6.47,16.1,0
6.02,375.6,308.0,24.4,6.05,53.8,0
7.06,268.1,257.6,29.0,6.8,33.2,1
5.97,366.8,241.7,21.6,6.84,27.5,0
6.44,523.7,151.4,31.4,6.25,42.6,0
6.27,43.0,234.2,22.8,5.95,22.5,0
7.99,216.0,143.7,21.5,5.48,35.8,1
6.68,274.9,216.4,25.4,5.08,30.8,1
7.85,474.6,126.4,31.6,5.88,34.6,1
7.48,103.6,321.3,19.3,4.46,26.6,0
8.84,532.3,74.4,24.6,5.29,20.4,0
5.82,316.3,298.6,26.4,7.33,21.8,0
8.01,288.5,203.1,25.1,6.12,22.2,1
7.92,276.2,160.8,26.1,7.07,30.0,1
6.22,247.6,213.4,22.8,7.76,14.4,0
7.81,425.8,258.7,23.2,5.79,17.5,1
7.27,171.8,309.3,24.6,6.25,31.4,1
6.82,341.4,225.1,21.6,5.64,28.7,1
6.34,253.9,128.7,24.9,5.02,31.9,0
6.42,208.5,204.5,23.8,4.86,29.5,0
8.64,610.3,345.3,23.6,7.01,55.2,0
7.0,350.3,307.8,26.0,6.25,31.3,1
7.63,373.6,272.7,19.5,8.22,26.2,1
6.37,436.5,263.7,24.3,7.17,31.0,0
6.38,129.4,256.0,32.0,5.12,40.2,0
7.87,510.3,292.7,21.7,7.01,29.5,1
5.92,-1.1,163.5,28.9,5.63,36.8,0
6.67,207.7,91.6,25.2,7.46,34.0,1
7.03,244.9,205.5,23.2,5.42,27.1,1
7.09,369.8,134.6,21.0,4.74,31.1,0
6.86,326.2,115.6,25.4,5.05,46.0,1
7.32,280.0,142.4,29.4,5.11,32.4,1
7.55,298.6,398.8,23.8,4.99,20.1,0
7.59,182.6,210.9,24.8,5.31,26.8,1
6.21,120.3,229.0,28.0,7.03,8.9,0
6.77,387.2,102.2,26.0,8.16,31.4,1
7.96,383.2,52.5,20.3,4.4,43.1,0
7.72,490.1,134.5,25.3,7.52,16.6,1
5.9,205.2,315.1,29.5,5.43,31.5,0
7.28,383.1,226.7,24.9,6.42,39.9,1
5.42,266.0,247.9,16.8,4.02,40.9,0
7.04,442.9,259.1,26.2,6.63,42.8,1
8.52,422.6,152.7,24.4,3.59,11.3,0
6.24,325.3,311.0,19.5,6.38,35.0,0
6.33,259.3,149.4,20.0,6.31,14.9,0
7.61,415.3,312.5,27.9,6.23,20.0,1
5.77,377.6,235.4,22.8,5.12,38.2,0
6.49,217.9,56.9,22.3,6.66,31.6,0
7.48,140.7,140.2,24.9,6.47,37.3,1
6.49,265.4,57.2,23.1,5.75,20.7,0
6.81,481.8,293.1,25.3,6.81,44.7,1
7.6,437.6,198.0,24.4,5.89,36.9,1
7.34,166.5,21.7,21.4,6.63,38.9,1
7.21,159.9,230.1,23.5,5.85,19.2,1
6.73,453.0,157.0,26.3,6.26,41.7,1
7.3,163.7,81.3,25.1,6.69,26.8,1
6.9,361.1,334.2,24.8,5.52,23.9,1
7.37,226.1,208.6,30.8,4.52,36.3,0
6.6,494.0,176.5,27.2,6.33,35.8,1
6.85,207.5,168.0,27.6,7.43,21.5,1
6.21,437.2,78.9,24.5,6.36,50.6,0
6.97,322.2,95.6,25.7,6.38,48.1,1
6.35,330.3,302.8,23.7,5.95,36.1,0
6.11,63.6,162.1,27.3,6.89,34.3,0
7.21,35.7,201.8,24.7,5.78,33.3,1
7.17,273.5,36.5,25.7,5.46,14.5,1
7.63,329.6,94.6,25.5,7.33,31.1,1
6.66,165.0,248.8,24.9,5.36,31.0,1
7.33,169.4,230.2,33.8,7.07,24.2,1
7.44,367.4,340.3,23.0,7.33,26.9,1
7.36,367.5,307.4,23.0,6.68,6.2,1
6.34,283.5,181.5,27.1,4.5,19.0,0
7.12,393.6,237.8,23.2,6.03,39.2,1
7.29,159.1,174.7,24.1,5.76,47.3,1
7.01,257.3,364.4,21.7,5.4,20.6,1
5.33,497.7,291.9,26.5,6.17,31.8,0
7.13,308.2,213.6,26.5,6.92,41.0,1
8.77,315.2,216.0,24.1,5.45,24.8,0
6.71,576.7,315.6,27.1,5.79,36.8,1
6.42,132.1,246.4,19.4,5.71,29.7,0
7.3,395.6,324.7,22.9,7.4,41.9,1
7.25,499.7,24.5,24.5,5.69,17.2,1
7.95,261.0,236.9,21.5,4.52,19.0,0
5.99,403.2,158.8,19.8,4.11,32.8,0
7.59,182.2,340.5,24.1,6.44,31.0,1
7.47,217.6,323.7,27.1,5.09,29.4,1
6.89,346.2,202.6,28.8,6.8,35.8,1
7.27,395.8,322.9,23.4,4.4,20.7,0
7.82,434.5,342.6,27.2,5.35,16.3,1
7.7,488.4,206.0,26.9,4.4,25.0,0
6.09,291.9,397.8,28.7,6.52,26.1,0
7.66,443.2,197.5,23.9,6.78,27.2,1
6.95,258.9,182.8,19.6,6.41,42.7,1
7.06,408.3,269.3,25.2,4.7,37.7,0
7.06,324.9,171.7,22.0,5.11,35.3,1
6.88,353.5,206.8,22.8,6.28,32.2,1
7.95,350.8,312.8,24.1,3.97,25.7,0
6.93,107.4,201.5,24.0,5.71,21.5,1
6.1,165.1,64.4,25.4,7.82,18.0,0
6.69,312.3,229.4,27.1,5.78,23.1,1
7.14,97.5,144.3,23.9,4.21,29.6,0
7.98,399.7,269.2,26.2,5.27,18.5,1
7.48,404.6,255.7,25.0,5.24,31.7,1
6.32,339.3,317.7,27.8,8.57,28.1,0
8.99,165.5,272.6,24.4,8.0,26.0,0
7.21,465.6,287.2,24.8,6.88,41.6,1
8.02,544.5,146.5,23.9,5.59,5.4,1
6.88,317.6,264.3,24.5,7.44,26.2,1
7.43,361.3,357.5,22.6,4.64,6.5,0
7.67,324.2,144.9,22.4,7.29,32.4,1
7.97,363.6,344.0,27.3,7.11,37.6,1
7.85,285.7,156.1,21.8,5.82,16.5,1
7.7,295.9,131.8,24.0,7.37,17.8,1
6.75,408.7,223.7,28.0,5.46,13.0,1
6.54,581.5,257.3,23.9,4.48,30.6,0
7.27,132.0,272.9,27.5,7.17,26.6,1
7.75,287.5,123.1,23.2,5.9,27.2,1
6.82,158.3,234.8,21.8,6.72,26.3,1
7.85,491.0,145.2,20.2,8.19,20.3,1
8.16,229.5,80.9,28.9,5.13,41.3,1
6.27,126.8,125.7,21.6,5.83,32.7,0
6.33,376.6,139.9,27.2,7.88,18.2,0
6.89,509.3,241.7,22.0,6.8,23.0,1
7.25,379.6,292.2,29.0,5.16,21.3,1
6.58,324.6,82.1,31.6,4.85,44.1,0
8.08,349.1,228.2,19.9,5.37,37.1,1
7.34,469.8,105.9,21.7,5.11,28.7,1
7.03,195.1,250.3,27.3,6.28,47.1,1
5.85,286.6,150.2,26.5,6.09,44.5,0
5.95,245.7,115.9,27.3,6.34,27.7,0
7.22,159.9,264.0,23.3,4.99,25.9,0
5.29,260.6,153.0,31.0,5.91,26.4,0
7.81,432.9,174.7,25.4,3.53,20.5,0
6.87,368.0,22.4,21.3,6.17,47.3,1
9.59,377.3,275.7,24.2,7.41,19.9,0
8.85,317.6,265.7,21.4,4.29,38.7,0
6.85,362.8,200.4,29.8,6.58,36.9,1
6.91,203.9,77.8,23.0,5.27,27.0,1
7.8,262.9,296.7,26.5,6.96,48.1,1
8.36,323.0,146.7,23.6,6.19,14.4,1
5.69,333.3,163.7,23.2,6.49,29.2,0
5.57,338.4,385.0,19.3,6.08,25.1,0
6.5,283.4,143.7,26.8,7.59,39.6,1
7.47,254.7,259.4,28.9,6.42,33.5,1
7.4,678.9,245.0,22.3,5.15,12.7,1
7.86,408.8,231.2,20.4,6.12,42.4,1
6.04,349.6,222.6,27.4,5.56,34.9,0
5.15,272.0,230.1,20.1,6.19,19.6,0
7.69,245.9,221.8,28.7,5.5,26.5,1
6.34,284.3,195.8,22.3,5.19,17.0,0
5.39,335.1,320.9,21.7,6.24,28.3,0
7.12,74.3,95.0,25.7,6.07,31.5,1
7.63,111.7,281.7,21.9,7.28,26.7,1
6.9,223.6,265.8,22.9,5.5,25.5,1
6.63,324.9,255.9,26.1,3.62,13.9,0
6.87,271.3,289.4,17.7,5.56,33.4,1
6.7,477.4,192.6,29.9,4.05,10.8,0
5.92,122.1,50.5,25.1,6.5,30.3,0
6.43,209.8,194.2,21.1,3.99,12.0,0
7.42,482.4,120.7,21.9,4.81,30.5,0
7.26,315.7,141.5,28.0,5.57,29.9,1
7.13,406.2,100.6,26.8,7.85,34.0,1
6.2,546.1,161.8,29.2,4.71,38.6,0
6.85,216.7,152.3,23.0,6.01,40.5,1
5.26,288.1,9.8,25.9,6.7,13.9,0
7.14,267.3,256.0,26.3,7.78,29.4,1
8.14,65.4,377.6,27.1,6.93,50.1,1
5.82,262.8,248.5,28.4,7.31,31.2,0
6.53,405.7,183.8,22.8,7.04,21.7,1
7.26,364.9,195.6,24.7,4.55,29.2,0
